test
test 2
test 3
model: 0, 2, 16 begin
Epoch 7: train loss 6.343459129333496, test loss 5.914734840393066, adv 0.04201259097525478, acc 0.16007096069868995
Epoch 8: train loss 7.454355239868164, test loss 5.914734840393066, adv 0.041324745269286756, acc 0.16007096069868995
Epoch 9: train loss 4.754260063171387, test loss 5.914734840393066, adv 0.024769432314410533, acc 0.16007096069868995
Epoch 10: train loss 6.061816692352295, test loss 6.206345081329346, adv 0.03795480349344982, acc 0.14983624454148473
Epoch 11: train loss 6.003124237060547, test loss 6.206345081329346, adv 0.038572707423580765, acc 0.14983624454148473
Epoch 12: train loss 5.890664577484131, test loss 6.206345081329346, adv 0.03720531295487628, acc 0.14983624454148473
Epoch 13: train loss 5.105151176452637, test loss 6.206345081329346, adv 0.026462809315866087, acc 0.14983624454148473
Epoch 14: train loss 6.19171667098999, test loss 6.260922908782959, adv 0.036791848617176104, acc 0.14383187772925765
Epoch 15: train loss 6.096030235290527, test loss 6.260922908782959, adv 0.03925160116448323, acc 0.14383187772925765
Epoch 16: train loss 4.6015777587890625, test loss 6.260922908782959, adv 0.02390429403202332, acc 0.14383187772925765
Epoch 17: train loss 6.517456531524658, test loss 5.901256561279297, adv 0.04171040756914124, acc 0.14929039301310043
Epoch 18: train loss 6.731033802032471, test loss 5.901256561279297, adv 0.04134519650655022, acc 0.14929039301310043
Epoch 19: train loss 6.035573959350586, test loss 5.901256561279297, adv 0.03830145560407572, acc 0.14929039301310043
model: 10000, False, 16 begin
Epoch 0: train loss 3.6384758949279785, test loss 3.6154725551605225, adv 0.009461572052401723, acc 0.17412663755458516
Epoch 1: train loss 3.874393939971924, test loss 3.257159471511841, adv 0.004067976710334764, acc 0.2269377729257642
Epoch 2: train loss 2.425440788269043, test loss 2.8334476947784424, adv -0.002978093158660877, acc 0.3048580786026201
Epoch 3: train loss 3.3958356380462646, test loss 3.0917043685913086, adv 0.03518377001455608, acc 0.2607805676855895
Epoch 4: train loss 2.573577642440796, test loss 2.8017611503601074, adv 0.01227954876273657, acc 0.3060862445414847
Epoch 5: train loss 2.80469012260437, test loss 2.685663938522339, adv 0.01693646288209616, acc 0.3170032751091703
Epoch 6: train loss 2.9490537643432617, test loss 2.4555907249450684, adv 0.01333871906841344, acc 0.3681768558951965
Epoch 7: train loss 2.228795289993286, test loss 2.351855516433716, adv 0.014093595342067, acc 0.39778930131004364
Epoch 8: train loss 2.1316757202148438, test loss 2.2562906742095947, adv 0.017856477438136786, acc 0.41634825327510916
Epoch 9: train loss 2.10213303565979, test loss 2.1995275020599365, adv 0.022071979621542948, acc 0.4388646288209607
Epoch 10: train loss 2.6296894550323486, test loss 2.1436610221862793, adv 0.03305705967976713, acc 0.45182860262008734
Epoch 11: train loss 1.1440186500549316, test loss 2.151282548904419, adv 0.005949781659388642, acc 0.4379093886462882
Epoch 12: train loss 1.5039379596710205, test loss 2.021322250366211, adv 0.005538355167394482, acc 0.47502729257641924
Epoch 13: train loss 1.7001235485076904, test loss 1.9626836776733398, adv 0.022147234352256184, acc 0.4914028384279476
Epoch 14: train loss 1.438607096672058, test loss 2.1154520511627197, adv 0.005876419213973805, acc 0.4705240174672489
Epoch 15: train loss 1.5203778743743896, test loss 1.894668459892273, adv 0.020762518195050927, acc 0.5050491266375546
Epoch 16: train loss 2.0745041370391846, test loss 1.8083523511886597, adv 0.03113901018922849, acc 0.5207423580786026
Epoch 17: train loss 2.2013819217681885, test loss 1.7857966423034668, adv 0.03545858806404667, acc 0.5204694323144105
Epoch 18: train loss 1.982316255569458, test loss 1.7389038801193237, adv 0.03513864628820962, acc 0.5386189956331878
Epoch 19: train loss 1.0838391780853271, test loss 1.7234212160110474, adv 0.020367540029112063, acc 0.5398471615720524
model: 10000, 2, 16 begin
Epoch 0: train loss 5.292156219482422, test loss 4.669268608093262, adv 0.014085298398835433, acc 0.034388646288209604
Epoch 1: train loss 4.41783332824707, test loss 4.872132778167725, adv 0.009693522561863177, acc 0.03193231441048035
Epoch 2: train loss 5.662346363067627, test loss 4.872132778167725, adv 0.014834643377001466, acc 0.03193231441048035
Epoch 3: train loss 4.615055084228516, test loss 4.872132778167725, adv 0.007669432314410529, acc 0.03193231441048035
Epoch 4: train loss 5.085745811462402, test loss 4.872132778167725, adv 0.015233624454148442, acc 0.03193231441048035
Epoch 5: train loss 5.1201629638671875, test loss 4.872132778167725, adv 0.015162590975254742, acc 0.03193231441048035
Epoch 6: train loss 4.026816368103027, test loss 4.872132778167725, adv 0.0091951237263464, acc 0.03193231441048035
Epoch 7: train loss 4.591806888580322, test loss 4.872132778167725, adv 0.007097671033478914, acc 0.03193231441048035
Epoch 8: train loss 4.689349174499512, test loss 4.872132778167725, adv 0.008830494905385733, acc 0.03193231441048035
Epoch 9: train loss 5.889662742614746, test loss 4.935497283935547, adv 0.02008813682678312, acc 0.03070414847161572
Epoch 10: train loss 4.5713653564453125, test loss 4.935497283935547, adv 0.0073315138282387116, acc 0.03070414847161572
Epoch 11: train loss 4.5472612380981445, test loss 4.935497283935547, adv 0.008210844250363891, acc 0.03070414847161572
Epoch 12: train loss 4.928908348083496, test loss 4.935497283935547, adv 0.012508733624454038, acc 0.03070414847161572
Epoch 13: train loss 5.583271503448486, test loss 4.935497283935547, adv 0.016207278020378357, acc 0.03070414847161572
Epoch 14: train loss 4.869148254394531, test loss 4.935497283935547, adv 0.010805895196506543, acc 0.03070414847161572
Epoch 15: train loss 4.917110919952393, test loss 4.935497283935547, adv 0.012312954876273707, acc 0.03070414847161572
Epoch 16: train loss 5.086997985839844, test loss 4.935497283935547, adv 0.01664126637554586, acc 0.03070414847161572
Epoch 17: train loss 4.330347537994385, test loss 4.935497283935547, adv 0.008928748180494939, acc 0.03070414847161572
Epoch 18: train loss 5.34228515625, test loss 4.935497283935547, adv 0.016329403202328896, acc 0.03070414847161572
Epoch 19: train loss 4.7253875732421875, test loss 4.935497283935547, adv 0.008969213973799128, acc 0.03070414847161572
model: 10000, 5, 16 begin
Epoch 0: train loss 3.6021313667297363, test loss 4.625211238861084, adv 0.008972852983988366, acc 0.18094978165938866
Epoch 1: train loss 4.493650436401367, test loss 4.879700183868408, adv 0.018614701601164463, acc 0.1789028384279476
Epoch 2: train loss 5.296350002288818, test loss 4.803701877593994, adv 0.031450145560407594, acc 0.18094978165938866
Epoch 3: train loss 4.633537769317627, test loss 4.243650913238525, adv 0.02512976710334791, acc 0.19227620087336245
Epoch 4: train loss 2.696664571762085, test loss 2.76542067527771, adv 0.0031949053857350806, acc 0.2957150655021834
Epoch 5: train loss 4.072104454040527, test loss 3.563356876373291, adv 0.014875036390101903, acc 0.24672489082969432
Epoch 6: train loss 3.3431665897369385, test loss 3.1617019176483154, adv 0.012814774381368244, acc 0.2580513100436681
Epoch 7: train loss 3.8978753089904785, test loss 3.4657912254333496, adv 0.017708296943231505, acc 0.23990174672489084
Epoch 8: train loss 2.8131120204925537, test loss 3.5586488246917725, adv 0.01494228529839886, acc 0.23485262008733623
Epoch 9: train loss 2.8830699920654297, test loss 3.889127731323242, adv 0.015606331877729251, acc 0.22257096069868995
Epoch 10: train loss 5.339211463928223, test loss 3.9630160331726074, adv 0.033782751091703034, acc 0.22175218340611352
Epoch 11: train loss 4.8724493980407715, test loss 4.450080871582031, adv 0.030953930131004448, acc 0.21397379912663755
Epoch 12: train loss 4.305663108825684, test loss 4.450080871582031, adv 0.027250727802037855, acc 0.21397379912663755
Epoch 13: train loss 4.558963298797607, test loss 4.450080871582031, adv 0.03071550218340613, acc 0.21397379912663755
Epoch 14: train loss 3.5560622215270996, test loss 4.400016784667969, adv 0.022079112081513808, acc 0.22079694323144106
Epoch 15: train loss 3.592468738555908, test loss 4.3584418296813965, adv 0.021530786026200843, acc 0.22516375545851527
Epoch 16: train loss 4.3090596199035645, test loss 4.3584418296813965, adv 0.02878253275109166, acc 0.22516375545851527
Epoch 17: train loss 3.649313449859619, test loss 4.3584418296813965, adv 0.022898326055313, acc 0.22516375545851527
Epoch 18: train loss 4.887400150299072, test loss 4.2484025955200195, adv 0.03925829694323146, acc 0.2394923580786026
Epoch 19: train loss 4.42451286315918, test loss 4.176003932952881, adv 0.033806404657933053, acc 0.24740720524017468
model: 10000, 10, 16 begin
Epoch 0: train loss 2.081148386001587, test loss 2.2312517166137695, adv 0.0193248180494906, acc 0.42235262008733626
Epoch 1: train loss 1.6362251043319702, test loss 2.1703734397888184, adv 0.019919796215429386, acc 0.45210152838427947
Epoch 2: train loss 1.590338110923767, test loss 1.8257849216461182, adv 0.027374745269286738, acc 0.5049126637554585
Epoch 3: train loss 1.8332246541976929, test loss 1.7142268419265747, adv 0.034767467248908335, acc 0.5380731441048034
Epoch 4: train loss 0.6009770035743713, test loss 2.25187349319458, adv 0.020156914119359493, acc 0.43135917030567683
Epoch 5: train loss 1.4457874298095703, test loss 1.7064907550811768, adv 0.025863828238719022, acc 0.5386189956331878
Epoch 6: train loss 2.603595018386841, test loss 2.0520894527435303, adv 0.047267321688500674, acc 0.47434497816593885
Epoch 7: train loss 1.8756362199783325, test loss 1.8857855796813965, adv 0.04253107714701598, acc 0.5103711790393013
Epoch 8: train loss 1.9437235593795776, test loss 1.7556984424591064, adv 0.034674599708879206, acc 0.5180131004366813
Epoch 9: train loss 1.3570936918258667, test loss 1.7647467851638794, adv 0.0296086608442504, acc 0.5107805676855895
Epoch 10: train loss 0.8551353812217712, test loss 1.886749267578125, adv 0.02093224163027657, acc 0.4817139737991266
Epoch 11: train loss 2.9767963886260986, test loss 2.1437551975250244, adv 0.02531251819505098, acc 0.4908569868995633
Epoch 12: train loss 1.8166989088058472, test loss 2.4553685188293457, adv 0.04045385735080054, acc 0.4484170305676856
Epoch 13: train loss 1.7972084283828735, test loss 1.926689624786377, adv 0.03292008733624452, acc 0.5017740174672489
Epoch 14: train loss 2.6376187801361084, test loss 1.8325138092041016, adv 0.04297096069869, acc 0.5114628820960698
Epoch 15: train loss 2.309722423553467, test loss 2.167529582977295, adv 0.03944585152838431, acc 0.47270742358078605
Epoch 16: train loss 2.6135153770446777, test loss 2.126223564147949, adv 0.046137772925764264, acc 0.4729803493449782
Epoch 17: train loss 1.5794346332550049, test loss 1.756712794303894, adv 0.051877583697234386, acc 0.4904475982532751
Epoch 18: train loss 0.7768236994743347, test loss 1.7090827226638794, adv 0.021168558951965066, acc 0.5442139737991266
Epoch 19: train loss 1.5118173360824585, test loss 1.6923614740371704, adv 0.03224010189228532, acc 0.5347980349344978
model: 50000, False, 16 begin
Epoch 0: train loss 3.042872428894043, test loss 2.5271220207214355, adv 0.01916346433770011, acc 0.33992903930131
Epoch 1: train loss 2.1306052207946777, test loss 2.0902791023254395, adv 0.022446069868995555, acc 0.4702510917030568
Epoch 2: train loss 1.4819011688232422, test loss 1.934978723526001, adv 0.022387918486171776, acc 0.48949235807860264
Epoch 3: train loss 2.5947763919830322, test loss 1.8321952819824219, adv 0.037419286754002856, acc 0.5262008733624454
Epoch 4: train loss 1.1246354579925537, test loss 1.739893913269043, adv 0.02849359534206697, acc 0.5317958515283843
Epoch 5: train loss 1.4845569133758545, test loss 1.7670363187789917, adv 0.029669868995633175, acc 0.5083242358078602
Epoch 6: train loss 1.4583120346069336, test loss 1.7483620643615723, adv 0.040389665211062686, acc 0.5287936681222707
Epoch 7: train loss 1.8377724885940552, test loss 1.607385277748108, adv 0.04328311499272197, acc 0.5563591703056768
Epoch 8: train loss 1.3119029998779297, test loss 1.5910959243774414, adv 0.038590029112081536, acc 0.552811135371179
Epoch 9: train loss 1.334614872932434, test loss 1.555714726448059, adv 0.03668289665211055, acc 0.5626364628820961
Epoch 10: train loss 1.7105653285980225, test loss 1.5219801664352417, adv 0.04057838427947602, acc 0.5749181222707423
Epoch 11: train loss 1.4064464569091797, test loss 1.701884150505066, adv 0.040071251819505105, acc 0.5308406113537117
Epoch 12: train loss 1.1490622758865356, test loss 1.511446475982666, adv 0.04305473071324606, acc 0.5705513100436681
Epoch 13: train loss 0.9449242949485779, test loss 1.5687085390090942, adv 0.03673988355167401, acc 0.57014192139738
Epoch 14: train loss 0.6494157910346985, test loss 1.4940916299819946, adv 0.034690975254730694, acc 0.5780567685589519
Epoch 15: train loss 0.8861154317855835, test loss 1.4646323919296265, adv 0.043203420669577886, acc 0.5833788209606987
Epoch 16: train loss 1.7531965970993042, test loss 1.574540615081787, adv 0.06513959243085876, acc 0.568504366812227
Epoch 17: train loss 1.1700646877288818, test loss 1.482113003730774, adv 0.04584643377001463, acc 0.5828329694323144
Epoch 18: train loss 0.9638171792030334, test loss 1.5178349018096924, adv 0.04318886462882099, acc 0.5795578602620087
Epoch 19: train loss 1.4428794384002686, test loss 1.4399945735931396, adv 0.059952183406113524, acc 0.5903384279475983
model: 50000, 2, 16 begin
Epoch 0: train loss 4.683053970336914, test loss 3.6366641521453857, adv 0.01241077147016012, acc 0.20046397379912664
Epoch 1: train loss 3.5792720317840576, test loss 3.717363119125366, adv 0.002649490538573551, acc 0.19637008733624453
Epoch 2: train loss 3.35247802734375, test loss 3.72680926322937, adv -0.00019294032023292607, acc 0.19459606986899564
Epoch 3: train loss 3.669677495956421, test loss 3.7544429302215576, adv 0.005475327510917005, acc 0.19541484716157206
Epoch 4: train loss 3.81642484664917, test loss 3.7942121028900146, adv 0.0037287481804949008, acc 0.19500545851528384
Epoch 5: train loss 4.858293533325195, test loss 3.7307164669036865, adv 0.01328551673944689, acc 0.19050218340611352
Epoch 6: train loss 4.118244647979736, test loss 3.7307164669036865, adv 0.0069559679767102756, acc 0.19050218340611352
Epoch 7: train loss 3.221214771270752, test loss 3.711007833480835, adv 0.005388427947598251, acc 0.19132096069868995
Epoch 8: train loss 2.7198023796081543, test loss 3.711007833480835, adv 0.00870735080058227, acc 0.19132096069868995
Epoch 9: train loss 3.285693407058716, test loss 3.019559621810913, adv -0.004003129548762807, acc 0.26842248908296945
Epoch 10: train loss 2.9855153560638428, test loss 3.240936040878296, adv 0.0070772925764192585, acc 0.23157751091703058
Epoch 11: train loss 2.752328395843506, test loss 3.3038430213928223, adv 0.004373362445414863, acc 0.22216157205240175
Epoch 12: train loss 3.8313660621643066, test loss 3.329744815826416, adv 0.005293740902474586, acc 0.21656659388646288
Epoch 13: train loss 3.7527499198913574, test loss 3.3634493350982666, adv 0.0033756186317321912, acc 0.20933406113537117
Epoch 14: train loss 2.7826383113861084, test loss 3.220125675201416, adv 0.002976928675400281, acc 0.2296670305676856
Epoch 15: train loss 3.321512460708618, test loss 3.0971014499664307, adv 0.005974017467248904, acc 0.2918941048034934
